0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,11,11,"Wes’ new LandCruiser 79 series is vehicle number 6 purchased from us. Congratulations Wes and thanks as always for your business 😊

#ohwhatafeeling #landcruiser79 #guestexperience #loyalty #toyotaforlife #healesvilletoyota","Nov 29, 2021",12:12:01,21 likes,0
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,12,12,"Congratulations Paula on your new RAV4 Hybrid! Delivered just in time for sunny weekend adventures ☀️

#ohwhatafeeling #rav4 #awd #hybrid #healesvilletoyota","Nov 27, 2021",12:12:07,10 likes,0
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,13,13,"SUPRA - ready and waiting for delivery 🌟

#ohwhatafeeling #toyotasupra #newcarday #healesvilletoyota","Nov 22, 2021",12:12:13,18 likes,0
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,14,14,"What a beauty this 1984 LandCruiser HJ45 is - stripped and restored by our Parts Guest Jack 🌟

#landcruiser #hj45 #iconiccars #healesvilletoyota #toyota_aus","Nov 16, 2021",12:12:18,35 likes,0
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,15,15,"Congratulations to Lillian and Danny on their new Kluger hybrid GXL AWD 🎉

#ohwhatafeeling #kluger #hybrid #toyotakluger #healesvilletoyota","Nov 11, 2021",12:12:24,13 likes,0
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,16,16,"Calling all Landcruiser owners - to celebrate the launch of the new 300 series share your pics and stories of your 4x4 adventures at
https://landcruisersofaustralia.com.au
for your chance to be featured in a compilation that will reflect on the history of the iconic Landcruiser in Australia ✨","Nov 9, 2021",12:12:29,no like,0
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,17,17,"Congratulations Ruth on your preowned RAV4 Cruiser AWD - happy driving 😊

#ohwhatafeeling #toyotacertified #preownedvehicles #rav4 #toyotarav4 #healesvilletoyota","Nov 6, 2021",12:12:35,6 likes,0
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,18,18,"This 🙌
Thanks Keston for the feedback on your experience with Eugene and our Sales team - we wish
you many happy years of motoring in your new Landcruiser Military!

#ohwhatafeeling #guestexperience #toyotaforlife #healesvilletoyota","Nov 4, 2021",12:12:40,5 likes,0
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,19,19,"Oh What A Feeling! So good to welcome our guests back into the showroom 😊
Congratulations to Sarah on her new RAV4 GXL Hybrid!

#rav4 #hybrid #weareopen #newcarday #healesvilletoyota","Oct 30, 2021",12:12:46,13 likes,0
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,20,20,"Preowned stock incoming … just in time for the reopening of our Sales Operation tomorrow! 🎉

#preownedtoyota #rav4 #hilux #testdrive #healesvilletoyota","Oct 29, 2021",12:12:52,10 likes,0
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,21,21,"Extra large Troopy! (Calista for reference 😉)

#landcruisertroopy #troopcarrier #healesvilletoyota","Oct 25, 2021",12:12:58,134 likes,6
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,22,22,"We are open for outdoor retail and what a day it is in beautiful Healesville! ☀️
Our Landcruiser 300 Sahara and VX are now ready to be viewed up close 🙌

#landcruiser300 #visitustoday #healesvilletoyota","Oct 22, 2021",12:13:03,no like,0
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,23,23,"We now have the All New Landcruiser 300 series - VX and Sahara variants - available for test drive soon. Book a time with our team on 5962 4333 or online:

https://bit.ly/3AqeqPn

#landcruiser300 #vx #landcruisersahara #testdrive #healesvilletoyota","Oct 21, 2021",12:13:09,10 likes,0
0,https://www.instagram.com/healesvilletoyota/,healesvilletoyota,Healesville Toyota108-112 Maroondah Hwy Healesville www.healesvilletoyota.com.au,267 following,467 followers,665 posts,24,24,"Thanks for your business Damian - enjoy your new RAV4 Cruiser 🙌

#newcarday #toyotarav4 #rav4 #guestexperience #loyalty #healesvilletoyota","Oct 16, 2021",12:13:14,11 likes,0
